gene_name	gene_ID	transcript_ID	alteration	chromosome_37	start_37	end_37	action	link	role_in_cancer
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT02157792	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT02554812	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (bladder ca)	https://clinicaltrials.gov/ct2/show/NCT01920061	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (bladder ca)	https://clinicaltrials.gov/ct2/show/NCT01928394	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT00470249	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT00712140	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01093235	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01104571	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01160211	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01362374	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01397929	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01458067	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01491737	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01548677	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01566721	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01572038	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01610284	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01625286	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01633060	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01695005	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01698918	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01702571	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01772472	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01795768	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01808573	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01864746	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01872260	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01884285	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01920061	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01928394	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01958021	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01966471	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01997333	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02007512	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02032277	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02088684	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02091960	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02120417	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02123823	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02132949	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02157792	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02216786	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02246621	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02248090	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02258451	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02258464	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02260661	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02273973	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02277717	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02294786	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02296801	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02322814	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02389842	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02402712	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02419417	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02422615	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02423603	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02425891	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02437318	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02447003	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02491983	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02492711	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02499328	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02530411	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02536742	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02554812	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02569801	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02599714	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02614794	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02622074	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02675231	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02676986	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02681523	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02723877	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02819518	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02890069	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02924883	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02941926	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02964507	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02970682	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02983071	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT03006172	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT03036488	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT03048942	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT03096054	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT03125902	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT03145961	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT03155997	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT03161353	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT03184558	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT03197935	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT01362374	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT01695005	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT01884285	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02157792	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02260661	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02277717	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02338622	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02389842	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02419417	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02483858	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02499328	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02554812	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03006172	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (cholangioca)	https://clinicaltrials.gov/ct2/show/NCT01695005	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT01397929	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT01458067	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02554812	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02890069	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT03096054	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT01458067	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (esophageal SCC)	https://clinicaltrials.gov/ct2/show/NCT03096054	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (esophageal ca)	https://clinicaltrials.gov/ct2/show/NCT01795768	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (esophageal ca)	https://clinicaltrials.gov/ct2/show/NCT01920061	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (esophageal ca)	https://clinicaltrials.gov/ct2/show/NCT02678182	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (esophageal ca)	https://clinicaltrials.gov/ct2/show/NCT02884453	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (gastric SCC)	https://clinicaltrials.gov/ct2/show/NCT02884453	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (gastric ca)	https://clinicaltrials.gov/ct2/show/NCT01397929	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (gastric ca)	https://clinicaltrials.gov/ct2/show/NCT01450696	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (gastric ca)	https://clinicaltrials.gov/ct2/show/NCT01458067	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (gastric ca)	https://clinicaltrials.gov/ct2/show/NCT01641939	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (gastric ca)	https://clinicaltrials.gov/ct2/show/NCT01795768	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (gastric ca)	https://clinicaltrials.gov/ct2/show/NCT01920061	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (gastric ca)	https://clinicaltrials.gov/ct2/show/NCT01928394	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (gastric ca)	https://clinicaltrials.gov/ct2/show/NCT02205047	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (gastric ca)	https://clinicaltrials.gov/ct2/show/NCT02277717	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (gastric ca)	https://clinicaltrials.gov/ct2/show/NCT02314117	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (gastric ca)	https://clinicaltrials.gov/ct2/show/NCT02545504	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (gastric ca)	https://clinicaltrials.gov/ct2/show/NCT02554812	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (gastric ca)	https://clinicaltrials.gov/ct2/show/NCT02678182	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (gastric ca)	https://clinicaltrials.gov/ct2/show/NCT02884453	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT01458067	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT01920061	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT02554812	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT03096054	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (hepatocellular ca)	https://clinicaltrials.gov/ct2/show/NCT01695005	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (hypopharyngeal SCC)	https://clinicaltrials.gov/ct2/show/NCT02499328	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (laryngeal SCC)	https://clinicaltrials.gov/ct2/show/NCT02499328	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (melanoma)	https://clinicaltrials.gov/ct2/show/NCT01458067	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (melanoma)	https://clinicaltrials.gov/ct2/show/NCT02554812	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (melanoma)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (oral cavity SCC)	https://clinicaltrials.gov/ct2/show/NCT02499328	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (oropharyngeal cell ca)	https://clinicaltrials.gov/ct2/show/NCT02499328	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT01397929	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT01458067	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT01920061	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02554812	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03096054	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (pancreatic ca)	https://clinicaltrials.gov/ct2/show/NCT01397929	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (pancreatic ca)	https://clinicaltrials.gov/ct2/show/NCT01928394	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (pancreatic ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (pancreatic ca)	https://clinicaltrials.gov/ct2/show/NCT03096054	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT01362374	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT01458067	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT01884285	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT01920061	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT02499328	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (thyroid ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT01920061	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT03096054	oncogene
FANCA	ENSG00000187741	ENST00000389301	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCA	ENSG00000187741	ENST00000389301	Amplification	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCA	ENSG00000187741	ENST00000389301	Amplification	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCA	ENSG00000187741	ENST00000389301	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCA	ENSG00000187741	ENST00000389301	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCA	ENSG00000187741	ENST00000389301	Amplification	NA	NA	NA	Trial (cervical ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCA	ENSG00000187741	ENST00000389301	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCA	ENSG00000187741	ENST00000389301	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCA	ENSG00000187741	ENST00000389301	Amplification	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCA	ENSG00000187741	ENST00000389301	Amplification	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCA	ENSG00000187741	ENST00000389301	Amplification	NA	NA	NA	Trial (lung ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCA	ENSG00000187741	ENST00000389301	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCA	ENSG00000187741	ENST00000389301	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
